filename	ann_id	label	start_span	end_span	text
25c43a66-1315-49dd-bf5f-7ec4f5e56480	T	ENFERMEDAD	276	286	tricúspide
25c43a66-1315-49dd-bf5f-7ec4f5e56480	T	ENFERMEDAD	94	124	Función sistólica de LV normal
25c43a66-1315-49dd-bf5f-7ec4f5e56480	T	ENFERMEDAD	115	124	LV normal
25c43a66-1315-49dd-bf5f-7ec4f5e56480	T	ENFERMEDAD	179	181	lv
25c43a66-1315-49dd-bf5f-7ec4f5e56480	T	ENFERMEDAD	231	237	mitral
a7f0592f-a642-48d7-b4f5-7a6508cc1987	T	ENFERMEDAD	0	11	Estudio 2-D
a7f0592f-a642-48d7-b4f5-7a6508cc1987	T	ENFERMEDAD	438	447	estenosis
a7f0592f-a642-48d7-b4f5-7a6508cc1987	T	ENFERMEDAD	104	115	ventricular
a7f0592f-a642-48d7-b4f5-7a6508cc1987	T	ENFERMEDAD	262	272	tricúspide
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	654	688	inserción de marcapasos permanente
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	320	353	insuficiencia cardíaca congestiva
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	156	170	vena subclavia
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	2217	2232	vaina de cordis
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	2466	2483	plomo ventricular
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	2665	2683	generador de pulso
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	42	52	marcapasos
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	26	35	inserción
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	3323	3333	ventrículo
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	2299	2310	ventricular
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	53	63	permanente
d807e479-ced7-4b6d-b344-7529b95b4a8b	T	ENFERMEDAD	42	52	marcapasos
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	935	952	flujo anterógrado
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	333	338	bulbo
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	443	463	ampliación espectral
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	333	357	bulbo y carótida interna
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	46	68	arteria carótida común
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	126	150	arteria carótida interna
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	196	220	arteria carótida externa
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	272	291	velocidad sistólica
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	54	62	carótida
9a91a6f6-6708-4cc5-aa50-635f5657d05a	T	ENFERMEDAD	272	281	velocidad
1ccf4907-154e-4692-bd75-3caa3bff6cc2	T	ENFERMEDAD	40	58	acceso intravenoso
1ccf4907-154e-4692-bd75-3caa3bff6cc2	T	ENFERMEDAD	164	171	catéter
1ccf4907-154e-4692-bd75-3caa3bff6cc2	T	ENFERMEDAD	164	178	catéter triple
1ccf4907-154e-4692-bd75-3caa3bff6cc2	T	ENFERMEDAD	538	548	ventilador
1ccf4907-154e-4692-bd75-3caa3bff6cc2	T	ENFERMEDAD	1303	1307	guía
a889e6ff-baf0-4a30-b356-6d8b28b7be10	T	ENFERMEDAD	143	169	frecuencia cardíaca máxima
a889e6ff-baf0-4a30-b356-6d8b28b7be10	T	ENFERMEDAD	821	846	prueba de cinta de correr
a889e6ff-baf0-4a30-b356-6d8b28b7be10	T	ENFERMEDAD	259	275	presión arterial
a889e6ff-baf0-4a30-b356-6d8b28b7be10	T	ENFERMEDAD	494	512	electrocardiograma
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	67	84	estenosis aórtica
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	605	625	calcificación anular
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	587	597	tricúspide
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	578	584	mitral
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	1015	1028	regurgitación
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	1155	1179	estenosis aórtica severa
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	1015	1035	regurgitación mitral
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	101	115	ecocardiograma
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	352	363	ventricular
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	641	648	válvula
5a40efa5-a073-4d6c-8199-d97b974684d9	T	ENFERMEDAD	67	76	estenosis
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	123	131	carótida
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	385	392	CCA PSV
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	483	488	IC/CC
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	8	19	ultrasonido
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	108	116	arterias
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	250	274	arteria carótida interna
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	352	361	espectral
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	675	684	estenosis
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	330	343	forma de onda
6381a462-6d8a-4e67-84e7-9b0a3b4db24c	T	ENFERMEDAD	8	28	ultrasonido carótido
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	44	56	leucocitosis
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	611	623	pancreatitis
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	345	361	arteria braquial
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	322	338	catéter arterial
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	416	430	vena subclavia
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	322	329	catéter
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	353	361	braquial
d23b42fd-ee6c-4146-8ddf-6e7907446bdd	T	ENFERMEDAD	1258	1263	aguja
09cf4482-d51e-4eee-8b59-590e05002dd3	T	ENFERMEDAD	49	59	angiograma
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	18	46	reemplazo de válvula aórtica
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	64	82	válvula estenótica
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	102	108	trombo
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	217	226	estenosis
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	306	317	ventricular
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	916	932	velocidad máxima
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	18	38	reemplazo de válvula
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	31	38	válvula
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	623	633	orofaringe
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	1748	1762	interrogatorio
9178a1de-c39a-449b-898e-519601091cf6	T	ENFERMEDAD	175	184	auricular
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	380	390	ventrículo
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	634	652	válvula tricúspide
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	655	672	válvula pulmónica
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	778	791	regurgitación
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	276	296	sonda transesofágica
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	200	217	faringe posterior
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	71	85	transesofágico
87188a61-5796-4222-b0e7-0319a7f5b38c	T	ENFERMEDAD	617	624	válvula
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	53	65	endocarditis
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	84	101	estenosis aórtica
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	259	271	sonda de tee
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	138	167	ecocardiograma transesofágico
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	138	152	ecocardiograma
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	289	296	esófago
50396714-4d32-464d-9d38-94c1e2481a1a	T	ENFERMEDAD	153	167	transesofágico
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	760	765	atrio
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	849	858	auricular
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	1112	1130	válvula tricúspide
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	35	46	bacteriemia
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	79	93	transesofágico
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	1069	1080	ecodensidad
734158fb-5db8-46fb-a8a4-5f292a005985	T	ENFERMEDAD	22	32	vegetación
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	94	120	defecto septal ventricular
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	271	293	profilaxis antibiótica
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	298	308	cefazolina
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	409	448	sonda de ecocardiografía transesofágica
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	1176	1201	líneas venosas arteriales
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	1245	1250	ingle
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	418	448	ecocardiografía transesofágica
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	409	433	sonda de ecocardiografía
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	393	402	inserción
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	1191	1199	arterial
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	1245	1250	ingle
55650798-263d-462b-9b8d-79545442331e	T	ENFERMEDAD	418	433	ecocardiografía
13986108-3740-46dd-86c4-aa6808ceb1ef	T	ENFERMEDAD	58	84	dependiente del ventilador
13986108-3740-46dd-86c4-aa6808ceb1ef	T	ENFERMEDAD	247	259	traqueotomía
13986108-3740-46dd-86c4-aa6808ceb1ef	T	ENFERMEDAD	1681	1693	nasogástrico
13986108-3740-46dd-86c4-aa6808ceb1ef	T	ENFERMEDAD	680	685	edema
13986108-3740-46dd-86c4-aa6808ceb1ef	T	ENFERMEDAD	74	84	ventilador
8407224a-55d4-4ebb-b2cd-ac187000179a	T	ENFERMEDAD	584	596	cánula nasal
8407224a-55d4-4ebb-b2cd-ac187000179a	T	ENFERMEDAD	265	294	Procedimiento de SCOOP Atract
8407224a-55d4-4ebb-b2cd-ac187000179a	T	ENFERMEDAD	1994	1999	istmo
8407224a-55d4-4ebb-b2cd-ac187000179a	T	ENFERMEDAD	46	53	oxígeno
8407224a-55d4-4ebb-b2cd-ac187000179a	T	ENFERMEDAD	535	546	dependencia
8407224a-55d4-4ebb-b2cd-ac187000179a	T	ENFERMEDAD	947	957	cartílagos
8896d93d-64c2-49fa-820c-cc33e9a072f1	T	ENFERMEDAD	903	920	síncope vasovagal
8896d93d-64c2-49fa-820c-cc33e9a072f1	T	ENFERMEDAD	325	341	presión arterial
8896d93d-64c2-49fa-820c-cc33e9a072f1	T	ENFERMEDAD	129	134	mareo
3c209a9e-b346-4a1e-8728-43b4c2ac13cf	T	ENFERMEDAD	1889	1909	tubo de traqueotomía
3c209a9e-b346-4a1e-8728-43b4c2ac13cf	T	ENFERMEDAD	138	150	traqueotomía
3c209a9e-b346-4a1e-8728-43b4c2ac13cf	T	ENFERMEDAD	377	385	traqueal
35e760dd-cce7-4492-9709-8f83f8390cb3	T	ENFERMEDAD	1354	1365	ventricular
35e760dd-cce7-4492-9709-8f83f8390cb3	T	ENFERMEDAD	62	76	transesofágico
35e760dd-cce7-4492-9709-8f83f8390cb3	T	ENFERMEDAD	13	30	estenosis aórtica
35e760dd-cce7-4492-9709-8f83f8390cb3	T	ENFERMEDAD	766	773	válvula
20651e83-2589-4d24-8e51-f357571c07b4	T	ENFERMEDAD	83	91	trombado
20651e83-2589-4d24-8e51-f357571c07b4	T	ENFERMEDAD	312	324	trombectomía
20651e83-2589-4d24-8e51-f357571c07b4	T	ENFERMEDAD	329	359	injerto de bucle del antebrazo
20651e83-2589-4d24-8e51-f357571c07b4	T	ENFERMEDAD	53	72	bucle del antebrazo
20651e83-2589-4d24-8e51-f357571c07b4	T	ENFERMEDAD	329	336	injerto
20651e83-2589-4d24-8e51-f357571c07b4	T	ENFERMEDAD	1155	1166	anastomosis
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	279	291	angioplastia
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	308	319	anastomosis
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	279	301	angioplastia de parche
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	308	319	anastomosis
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	30	32	de
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	229	241	trombectomía
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	649	653	vena
ec7059af-eff6-496f-aa83-27b60cf7700e	T	ENFERMEDAD	70	79	antebrazo
3b414015-e336-4293-a29a-41429b3afa52	T	ENFERMEDAD	68	83	lóbulo superior
3b414015-e336-4293-a29a-41429b3afa52	T	ENFERMEDAD	730	754	ganglio linfático axilar
3b414015-e336-4293-a29a-41429b3afa52	T	ENFERMEDAD	334	344	lobectomía
3b414015-e336-4293-a29a-41429b3afa52	T	ENFERMEDAD	366	398	disección de ganglios linfáticos
3b414015-e336-4293-a29a-41429b3afa52	T	ENFERMEDAD	110	117	linfoma
3b414015-e336-4293-a29a-41429b3afa52	T	ENFERMEDAD	289	300	toracotomía
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	160	188	decorticación pulmonar total
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	191	212	pleurectomía parietal
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	417	434	tubo endotraqueal
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	827	842	pleura parietal
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	85	92	empiema
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	386	398	endotraqueal
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	134	145	toracotomía
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	827	833	pleura
bf2175e8-1f19-41b0-a1d2-a9fa76e57828	T	ENFERMEDAD	1003	1008	pecho
f2aab002-e345-405c-a4cd-b46370413968	T	ENFERMEDAD	16	32	presión arterial
f2aab002-e345-405c-a4cd-b46370413968	T	ENFERMEDAD	386	395	vasovagal
f2aab002-e345-405c-a4cd-b46370413968	T	ENFERMEDAD	422	434	vasodepresor
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	28	35	empiema
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	124	143	decorticación total
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	973	1001	broncoscopia intraoperatoria
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	2418	2439	cavidad intratorácica
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	2464	2481	exudado fibrinoso
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	4324	4340	Latissimus dorsi
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	973	985	broncoscopia
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	542	554	toracostomía
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	3215	3226	toracotomía
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	124	137	decorticación
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	1856	1865	anestesia
0e8cf10f-c6d5-4735-a3d0-0ffb940c7161	T	ENFERMEDAD	3798	3806	pleural,
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	665	676	toracotomía
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	234	255	perforación esofágica
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	3022	3034	laparoscopia
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	290	302	gastrostomía
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	1733	1748	líquido pleural
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	3022	3049	laparoscopia de diagnóstico
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	326	351	gastrostomía radiográfica
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	3803	3815	luz gástrica
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	318	338	tubo de gastrostomía
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	356	374	contraste gástrico
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	376	390	interpretación
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	3668	3677	abdominal
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	179	186	pleural
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	2087	2094	esófago
fba298c6-2553-4987-9725-eb1bfed7ad94	T	ENFERMEDAD	318	322	tubo
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	104	121	injerto de dacron
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	39	54	toracoabdominal
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	470	485	cefalorraquídeo
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	29	54	aneurisma toracoabdominal
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	2250	2264	sutura prolene
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	104	111	injerto
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	380	393	interposición
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	29	38	aneurisma
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	183	194	bifurcación
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	201	206	aorta
b61da3bb-deca-4e86-acd5-1c1e94a6577f	T	ENFERMEDAD	632	644	endotraqueal
c5a5e784-51c1-4042-91ad-f118413a7350	T	ENFERMEDAD	92	99	pleural
c5a5e784-51c1-4042-91ad-f118413a7350	T	ENFERMEDAD	3570	3575	pecho
c5a5e784-51c1-4042-91ad-f118413a7350	T	ENFERMEDAD	172	183	toracotomía
de4226be-7b5e-489e-b96a-cb928e8b860f	T	ENFERMEDAD	745	750	mareo
de4226be-7b5e-489e-b96a-cb928e8b860f	T	ENFERMEDAD	754	767	desequilibrio
de4226be-7b5e-489e-b96a-cb928e8b860f	T	ENFERMEDAD	605	628	monitoreo de telemetría
7fa5344f-8364-4187-9949-82888aeabfc3	T	ENFERMEDAD	106	113	fístula
7fa5344f-8364-4187-9949-82888aeabfc3	T	ENFERMEDAD	128	137	submental
7fa5344f-8364-4187-9949-82888aeabfc3	T	ENFERMEDAD	612	627	yugular interna
7fa5344f-8364-4187-9949-82888aeabfc3	T	ENFERMEDAD	1678	1692	arteria radial
7fa5344f-8364-4187-9949-82888aeabfc3	T	ENFERMEDAD	758	764	Tessio
7fa5344f-8364-4187-9949-82888aeabfc3	T	ENFERMEDAD	61	68	yugular
5665083d-0833-4eb8-ac37-5c1b85994ca5	T	ENFERMEDAD	122	134	toracentesis
e2c5b827-380d-4348-83fd-f23b215fb702	T	ENFERMEDAD	73	79	disnea
e2c5b827-380d-4348-83fd-f23b215fb702	T	ENFERMEDAD	175	187	toracentesis
e2c5b827-380d-4348-83fd-f23b215fb702	T	ENFERMEDAD	36	43	pleural
2952ea92-debb-49e6-adda-1e4cfbdd298d	T	ENFERMEDAD	618	623	aguja
2952ea92-debb-49e6-adda-1e4cfbdd298d	T	ENFERMEDAD	928	940	fluoroscopia
2952ea92-debb-49e6-adda-1e4cfbdd298d	T	ENFERMEDAD	1039	1048	catéteres
2952ea92-debb-49e6-adda-1e4cfbdd298d	T	ENFERMEDAD	29	36	catéter
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	3401	3423	dependiente del ductal
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	61	89	taquicardia supraventricular
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	61	72	taquicardia
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	78	89	ventricular
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	73	89	supraventricular
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	1979	1989	derivación
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	2530	2537	corazón
22f0ed23-f6eb-4362-b3cb-cf9841706222	T	ENFERMEDAD	4170	4179	pulmonar,
b1bc2557-ce52-4e21-b173-74335e76b682	T	ENFERMEDAD	710	724	ecocardiograma
b1bc2557-ce52-4e21-b173-74335e76b682	T	ENFERMEDAD	738	748	dobutamina
b1bc2557-ce52-4e21-b173-74335e76b682	T	ENFERMEDAD	2263	2278	cavidad pleural
b1bc2557-ce52-4e21-b173-74335e76b682	T	ENFERMEDAD	28	47	derrame pericárdico
b1bc2557-ce52-4e21-b173-74335e76b682	T	ENFERMEDAD	150	160	pericardio
b1bc2557-ce52-4e21-b173-74335e76b682	T	ENFERMEDAD	166	176	subxifoide
